detect_id,frame_id,local_id,x,y,w,h
1,5335,64,1618.76,447.75,301.24,632.25
1,5336,65,1618.26,446.07,301.74,633.93
1,5337,66,1617.41,446.09,302.59,633.91
1,5338,67,1618.41,444.10,301.59,635.90
1,5339,68,1618.79,444.01,301.21,635.99
1,5340,69,1618.28,442.00,301.72,638.00
1,5341,70,1618.08,441.90,301.92,638.10
1,5342,71,1618.67,439.90,301.33,640.10
1,5343,72,1618.90,441.79,301.10,638.21
1,5344,73,1618.32,441.20,301.68,638.80
1,5345,74,1618.76,444.95,301.24,635.05
1,5346,75,1618.93,444.39,301.07,635.61
1,5347,76,1618.33,443.51,301.67,636.49
1,5348,77,1618.76,441.85,301.24,638.15
1,5349,78,1618.93,445.19,301.07,634.81
1,5350,79,1618.99,441.82,301.01,638.18
1,5351,80,1619.01,441.22,300.99,638.78
1,5352,81,1618.35,437.69,301.65,642.31
1,5353,82,1617.45,433.08,302.55,646.92
1,5354,83,1617.77,437.94,302.23,642.06
1,5355,84,1617.89,440.49,302.11,639.51
1,5356,85,1617.94,440.14,302.06,639.86
1,5357,86,1617.30,441.33,302.70,638.67
1,5358,87,1617.72,442.45,302.28,637.55
1,5359,88,1617.23,434.27,302.77,645.73
1,5360,89,1617.70,440.41,302.30,639.59
1,5361,90,1617.89,446.09,302.11,633.91
1,5362,91,1617.96,446.24,302.04,633.76
1,5363,92,1617.98,444.29,302.02,635.71
1,5364,93,1617.99,441.55,302.01,638.45
1,5365,94,1618.00,441.83,302.00,638.17
1,5366,95,1618.00,447.22,302.00,632.78
1,5367,96,1618.00,444.62,302.00,635.38
1,5368,97,1618.66,442.97,301.34,637.03
1,5369,98,1618.91,445.64,301.09,634.36
1,5370,99,1619.00,445.98,301.00,634.02
1,5371,100,1619.69,450.07,300.31,629.93
1,5372,101,1619.95,452.92,300.05,627.08
1,5373,102,1618.72,448.66,301.28,631.34
1,5374,103,1619.57,449.67,300.43,630.33
1,5375,104,1618.57,448.72,301.43,631.28
1,5376,105,1618.19,449.67,301.81,630.33
1,5377,106,1618.70,446.04,301.30,633.96
1,5378,107,1618.24,447.31,301.76,632.69
1,5379,108,1619.39,451.76,300.61,628.24
1,5380,109,1619.82,452.77,300.18,627.23
1,5381,110,1620.64,455.11,299.36,624.89
1,5382,111,1620.29,458.62,299.71,621.38
1,5383,112,1620.81,459.24,299.19,620.76
1,5384,113,1620.33,459.44,299.67,620.56
1,5385,114,1619.49,457.48,300.51,622.52
1,5386,115,1621.15,457.38,298.85,622.62
1,5387,116,1622.44,458.63,297.56,621.37
1,5388,117,1624.24,463.72,295.76,616.28
1,5389,118,1624.90,462.29,295.10,617.71
1,5390,119,1625.80,461.72,294.20,618.28
1,5391,120,1628.10,462.80,291.90,617.20
1,5392,121,1629.61,468.47,290.39,611.53
1,5393,122,1629.48,467.26,290.52,612.74
1,5394,123,1628.74,465.44,291.26,614.56
1,5395,124,1627.78,466.04,292.22,613.96
1,5396,125,1628.05,465.58,291.95,614.42
1,5397,126,1627.48,463.40,292.52,616.60
1,5398,127,1629.24,463.22,290.76,616.78
1,5399,128,1630.55,465.78,289.45,614.22
1,5400,129,1631.69,466.08,288.31,613.92
1,5401,130,1632.10,466.84,287.90,613.16
1,5402,131,1632.89,467.11,287.11,612.89
1,5403,132,1633.16,467.19,286.84,612.81
1,5404,133,1633.91,464.56,286.09,615.44
1,5405,134,1633.50,462.89,286.50,617.11
1,5406,135,1633.33,462.26,286.67,617.74
1,5407,136,1633.25,458.73,286.75,621.27
1,5408,137,1632.54,459.38,287.46,620.62
1,5409,138,1632.26,458.99,287.74,621.01
1,5410,139,1632.81,460.18,287.19,619.82
1,5411,140,1633.67,456.02,286.33,623.98
1,5412,141,1633.32,457.75,286.68,622.25
1,5413,142,1633.18,451.83,286.82,628.17
1,5414,143,1633.12,454.23,286.88,625.77
1,5415,144,1633.75,452.54,286.25,627.46
1,5416,145,1633.32,453.25,286.68,626.75
1,5417,146,1633.16,449.58,286.84,630.42
1,5418,147,1633.75,449.54,286.25,630.46
1,5419,148,1633.31,449.56,286.69,630.44
1,5420,149,1631.81,444.98,288.19,635.02
1,5421,150,1632.57,446.57,287.43,633.43
1,5422,151,1634.18,452.50,285.82,627.50
1,5423,152,1634.12,454.12,285.88,625.88
1,5424,153,1633.43,457.37,286.57,622.63
1,5425,154,1633.17,457.93,286.83,622.07
1,5426,155,1634.39,462.10,285.61,617.90
1,5427,156,1634.85,459.00,285.15,621.00
1,5428,157,1635.01,453.85,284.99,626.15
1,5429,158,1633.08,447.95,286.92,632.05
1,5430,159,1632.35,441.12,287.65,638.88
1,5431,160,1632.08,442.50,287.92,637.50
1,5432,161,1630.66,437.15,289.34,642.85
1,5433,162,1631.45,441.75,288.55,638.25
1,5434,163,1631.76,444.23,288.24,635.77
1,5435,164,1633.20,447.18,286.80,632.82
1,5436,165,1633.09,445.01,286.91,634.99
1,5437,166,1634.37,449.48,285.63,630.52
1,5438,167,1634.85,450.53,285.15,629.47
1,5439,168,1633.70,451.58,286.30,628.42
1,5440,169,1634.58,453.29,285.42,626.71
1,5441,170,1635.57,452.59,284.43,627.41
1,5442,171,1633.95,451.65,286.05,628.35
1,5443,172,1631.36,447.32,288.64,632.68
1,5444,173,1632.35,446.35,287.65,633.65
1,5445,174,1632.08,444.01,287.92,635.99
1,5446,175,1632.64,443.14,287.36,636.86
1,5447,176,1632.20,441.52,287.80,638.48
1,5448,177,1633.35,443.56,286.65,636.44
1,5449,178,1633.13,444.37,286.87,635.63
1,5450,179,1633.05,443.36,286.95,636.64
1,5451,180,1633.02,444.32,286.98,635.68
1,5452,181,1632.34,443.37,287.66,636.63
1,5453,182,1632.75,445.66,287.25,634.34
1,5454,183,1632.91,446.54,287.09,633.46
1,5455,184,1632.97,441.58,287.03,638.42
1,5456,185,1632.99,441.69,287.01,638.31
1,5457,186,1633.66,443.08,286.34,636.92
1,5458,187,1633.25,442.29,286.75,637.71
1,5459,188,1633.09,441.34,286.91,638.66
1,5460,189,1633.69,439.02,286.31,640.98
1,5461,190,1633.92,437.49,286.08,642.51
1,5462,191,1634.00,437.60,286.00,642.40
1,5463,192,1633.37,439.64,286.63,640.36
1,5464,193,1633.79,441.76,286.21,638.24
1,5465,194,1633.95,440.58,286.05,639.42
1,5466,195,1632.68,437.50,287.32,642.50
1,5467,196,1632.86,437.01,287.14,642.99
1,5468,197,1632.27,434.20,287.73,645.80
1,5469,198,1631.40,430.52,288.60,649.48
1,5470,199,1630.41,433.11,289.59,646.89
1,5471,200,1631.36,431.49,288.64,648.51
1,5472,201,1631.73,433.54,288.27,646.46
1,5473,202,1631.88,434.35,288.12,645.65
1,5474,203,1631.28,432.03,288.72,647.97
1,5475,204,1630.39,431.17,289.61,648.83
1,5476,205,1631.38,432.18,288.62,647.82
1,5477,206,1631.10,431.92,288.90,648.08
1,5478,207,1630.34,434.48,289.66,645.52
1,5479,208,1630.72,430.17,289.28,649.83
1,5480,209,1630.87,432.51,289.13,647.49
1,5481,210,1632.91,433.42,287.09,646.58
1,5482,211,1631.03,434.43,288.97,645.57
1,5483,212,1629.67,436.14,290.33,643.86
1,5484,213,1629.15,438.77,290.85,641.23
1,5485,214,1630.95,441.07,289.05,638.93
1,5486,215,1630.97,440.59,289.03,639.41
1,5487,216,1632.31,438.40,287.69,641.60
1,5488,217,1632.81,440.86,287.19,639.14
1,5489,218,1632.99,448.40,287.01,631.60
1,5490,219,1631.73,448.56,288.27,631.44
1,5491,220,1630.59,447.25,289.41,632.75
1,5492,221,1632.14,455.32,287.86,624.68
1,5493,222,1631.41,451.01,288.59,628.99
1,5494,223,1630.47,448.04,289.53,631.96
1,5495,224,1631.44,449.52,288.56,630.48
1,5496,225,1631.81,446.09,288.19,633.91
1,5497,226,1632.61,448.74,287.39,631.26
1,5498,227,1633.57,443.78,286.43,636.22
1,5499,228,1632.60,444.54,287.40,635.46
1,5500,229,1633.55,454.74,286.45,625.26
1,5501,230,1633.25,459.93,286.75,620.07
1,5502,231,1633.79,461.83,286.21,618.17
1,5503,232,1632.66,454.51,287.34,625.49
1,5504,233,1632.90,453.71,287.10,626.29
1,5505,234,1632.98,459.33,287.02,620.67
1,5506,235,1633.01,468.74,286.99,611.26
1,5507,236,1632.36,478.88,287.64,601.12
1,5508,237,1632.11,471.23,287.89,608.77
1,5509,238,1632.68,472.96,287.32,607.04
1,5510,239,1632.90,471.56,287.10,608.44
1,5511,240,1632.32,474.28,287.68,605.72
1,5512,241,1632.76,473.26,287.24,606.74
1,5513,242,1632.93,468.86,287.07,611.14
1,5514,243,1633.65,476.40,286.35,603.60
1,5515,244,1633.92,473.93,286.08,606.07
1,5516,245,1633.36,473.62,286.64,606.38
1,5517,246,1633.14,481.41,286.86,598.59
1,5518,247,1633.06,475.68,286.94,604.32
1,5519,248,1633.02,467.56,286.98,612.44
1,5520,249,1633.67,462.50,286.33,617.50
1,5521,250,1633.92,463.22,286.08,616.78
1,5522,251,1634.00,462.21,286.00,617.79
1,5523,252,1633.37,464.49,286.63,615.51
1,5524,253,1633.13,477.26,286.87,602.74
1,5525,254,1632.38,470.13,287.62,609.87
1,5526,255,1633.42,473.40,286.58,606.60
1,5527,256,1633.81,461.39,286.19,618.61
1,5528,257,1632.64,456.89,287.36,623.11
1,5529,258,1632.85,452.58,287.15,627.42
1,5530,259,1632.94,445.74,287.06,634.26
1,5531,260,1632.31,439.92,287.69,640.08
1,5532,261,1632.08,443.03,287.92,636.97
1,5533,262,1631.33,442.34,288.67,637.66
1,5534,263,1632.37,452.03,287.63,627.97
1,5535,264,1631.45,449.16,288.55,630.84
1,5536,265,1629.13,432.94,290.87,647.06
1,5537,266,1629.57,432.10,290.43,647.90
1,5538,267,1629.76,429.26,290.24,650.74
1,5539,268,1629.84,429.58,290.16,650.42
1,5540,269,1629.88,430.45,290.12,649.55
1,5541,270,1629.90,426.91,290.10,653.09
1,5542,271,1627.27,428.27,292.73,651.73
1,5543,272,1626.29,429.52,293.71,650.48
1,5544,273,1627.25,422.13,292.75,657.87
1,5545,274,1627.63,418.74,292.37,661.26
1,5546,275,1629.11,424.10,290.89,655.90
1,5547,276,1630.34,422.27,289.66,657.73
1,5548,277,1626.83,432.83,293.17,647.17
1,5549,278,1625.52,424.28,294.48,655.72
1,5550,279,1627.01,424.41,292.99,655.59
1,5551,280,1626.93,419.88,293.07,660.12
1,5552,281,1619.64,414.25,300.36,665.75
1,5553,282,1623.46,414.80,296.54,665.20
1,5554,283,1628.29,415.73,291.71,664.27
1,5555,284,1632.78,413.51,287.22,666.49
1,5556,285,1632.46,408.76,287.54,671.24
1,5557,286,1632.98,409.64,287.02,670.36
1,5558,287,1631.83,406.75,288.17,673.25
1,5559,288,1628.74,410.32,291.26,669.68
1,5560,289,1630.86,409.09,289.14,670.91
1,5561,290,1631.67,410.65,288.33,669.35
1,5562,291,1635.28,409.96,284.72,670.04
1,5563,292,1634.63,415.01,285.37,664.33
1,5564,293,1637.68,418.93,282.32,650.22
1,5565,294,1638.81,415.75,281.19,645.56
1,5566,295,1639.21,413.89,280.79,642.57
1,5567,296,1639.32,411.88,280.68,636.87
1,5568,297,1638.68,403.14,281.32,632.82
1,5569,298,1639.07,403.23,280.93,624.08
1,5570,299,1637.21,403.33,282.79,618.92
1,5571,300,1637.82,400.07,282.18,617.80
1,5572,301,1639.36,398.91,280.64,616.84
1,5573,302,1639.27,399.85,280.73,614.62
1,5574,303,1638.55,402.92,281.45,610.58
1,5575,304,1638.27,402.11,281.73,612.51
1,5576,305,1640.14,397.85,279.86,618.64
1,5577,306,1640.84,397.60,279.16,619.03
1,5578,307,1641.08,398.21,278.92,619.24
1,5579,308,1643.15,401.78,276.85,615.40
1,5580,309,1645.24,398.51,274.76,619.30
1,5581,310,1643.34,397.30,276.66,622.12
1,5582,311,1645.25,396.21,274.75,621.90
1,5583,312,1645.95,401.11,274.05,616.55
1,5584,313,1648.85,406.97,271.15,609.90
1,5585,314,1651.24,406.51,268.76,609.44
1,5586,315,1653.43,382.46,266.57,631.20
1,5587,316,1657.53,375.48,262.47,636.04
1,5588,317,1664.36,397.82,255.64,614.23
1,5589,318,1675.57,409.24,244.43,601.09
1,5590,319,1683.01,370.03,236.99,643.05
1,5591,320,1695.07,384.94,224.93,627.19
1,5592,321,1703.39,359.95,216.61,655.17
1,5593,322,1714.39,351.42,205.61,669.34
1,5594,323,1727.06,307.97,192.94,720.85
1,5595,324,1743.10,262.30,176.90,772.12
1,5596,325,1758.22,219.80,161.78,819.96
1,5597,326,1772.18,331.22,147.82,702.43
1,5598,327,1788.60,494.93,131.40,530.46
1,5599,328,1804.37,540.35,115.63,492.21
2,7640,329,1765.00,381.00,155.00,615.00
2,7641,330,1765.80,376.20,154.20,615.80
2,7642,331,1765.95,372.96,154.05,616.72
2,7643,332,1765.23,366.44,154.77,620.14
2,7644,333,1765.00,374.95,155.00,611.47
2,7645,334,1765.66,359.74,154.34,626.74
2,7646,335,1765.19,356.73,154.81,631.21
2,7647,336,1764.33,366.83,155.67,621.68
2,7648,337,1763.34,381.70,156.66,606.36
2,7649,338,1761.64,399.50,158.36,587.73
2,7650,339,1761.70,405.88,158.30,583.81
2,7651,340,1763.08,411.41,156.92,577.14
2,7652,341,1763.62,411.22,156.38,576.91
2,7653,342,1763.16,404.26,156.84,585.07
2,7654,343,1764.99,369.61,155.01,617.50
2,7655,344,1759.01,339.77,160.99,647.82
2,7656,345,1743.08,342.55,176.92,647.83
2,7657,346,1731.36,319.02,188.64,678.36
2,7658,347,1723.58,383.73,196.42,606.61
2,7659,348,1737.14,359.54,182.86,631.27
2,7660,349,1755.56,385.93,164.44,617.47
2,7661,350,1763.31,368.35,156.69,611.34
2,7662,351,1768.07,375.72,151.93,590.41
2,7663,352,1766.37,404.78,153.63,556.33
2,7664,353,1773.74,390.96,146.26,566.38
2,7665,354,1766.26,394.71,153.74,566.70
3,7668,355,1488.00,730.00,432.00,350.00
3,7669,356,1477.60,732.40,442.40,347.60
3,7670,357,1456.49,740.59,463.51,339.41
3,7671,358,1432.59,746.45,487.41,333.55
3,7672,359,1417.16,753.30,502.84,326.70
3,7673,360,1408.31,761.85,511.69,318.15
3,7674,361,1398.98,771.62,521.02,308.38
3,7675,362,1394.11,780.30,508.35,299.70
3,7676,363,1390.30,778.72,486.49,301.28
3,7677,364,1388.16,772.41,460.80,307.59
3,7678,365,1389.31,765.22,434.70,314.78
3,7679,366,1388.12,757.75,408.72,322.25
3,7680,367,1386.00,749.57,384.38,330.43
3,7681,368,1374.38,740.54,376.25,339.46
3,7682,369,1345.70,731.88,386.26,348.12
3,7683,370,1324.35,727.31,387.31,352.69
3,7684,371,1306.10,717.14,386.65,362.86
3,7685,372,1290.44,709.44,383.28,370.56
3,7686,373,1279.14,702.69,374.83,377.31
3,7687,374,1264.07,693.72,370.57,386.28
3,7688,375,1245.59,685.22,372.58,394.78
3,7689,376,1198.54,676.90,399.53,403.10
2,7689,377,1763.05,305.44,156.98,678.39
3,7690,378,1174.42,664.15,404.24,415.85
2,7690,379,1762.96,307.00,157.04,677.32
3,7691,380,1156.62,654.87,403.49,425.13
2,7691,381,1762.94,306.43,157.07,677.39
3,7692,382,1145.97,648.24,395.28,431.76
2,7692,383,1763.60,299.14,156.40,685.76
3,7693,384,1140.74,639.41,382.20,440.59
2,7693,385,1765.19,304.97,154.81,680.30
3,7694,386,1136.22,630.39,369.29,449.61
2,7694,387,1766.45,300.13,153.55,685.91
3,7695,388,1138.62,620.01,352.50,459.99
2,7695,389,1766.25,297.74,153.75,688.57
3,7696,390,1141.57,609.11,332.88,470.89
2,7696,391,1765.50,305.48,154.50,679.58
3,7697,392,1141.21,599.31,319.16,480.69
2,7697,393,1765.87,309.87,154.13,675.34
3,7698,394,1133.28,590.59,316.65,489.41
2,7698,395,1766.67,311.59,153.33,673.00
3,7699,396,1129.43,579.07,311.25,500.93
2,7699,397,1765.64,306.32,154.36,678.68
3,7700,398,1118.24,569.70,313.00,510.30
2,7700,399,1765.24,299.10,154.76,686.04
3,7701,400,1107.76,561.81,313.17,518.19
2,7701,401,1765.75,299.04,154.25,683.51
3,7702,402,1097.54,551.28,315.48,528.72
2,7702,403,1765.94,295.13,154.06,687.07
3,7703,404,1088.09,543.60,319.83,536.40
2,7703,405,1766.01,295.04,153.99,687.03
3,7704,406,1075.62,537.68,326.23,542.32
2,7704,407,1766.03,295.74,153.97,686.94
3,7705,408,1067.31,533.09,329.39,546.91
2,7705,409,1766.04,307.28,153.96,678.27
3,7706,410,1048.70,528.36,342.52,551.64
2,7706,411,1766.04,311.72,153.96,672.26
3,7707,412,1032.87,524.21,353.33,555.79
2,7707,413,1766.70,318.69,153.30,666.68
3,7708,414,1023.24,520.28,356.18,559.72
2,7708,415,1766.94,318.62,153.06,668.59
3,7709,416,1019.30,517.72,353.97,562.28
2,7709,417,1766.37,333.12,153.63,652.79
3,7710,418,1018.88,515.68,347.15,564.32
2,7710,419,1766.15,336.56,153.85,649.50
3,7711,420,1019.82,512.52,339.21,567.48
2,7711,421,1766.06,343.73,153.94,642.37
3,7712,422,1020.55,508.91,334.22,571.09
2,7712,423,1766.03,331.63,153.97,651.81
3,7713,424,1019.12,507.08,337.72,572.92
2,7713,425,1766.67,338.95,153.33,646.14
3,7714,426,1019.47,505.28,341.03,574.72
2,7714,427,1765.59,333.70,154.41,651.36
3,7715,428,1019.83,502.81,343.61,577.19
2,7715,429,1765.85,339.60,154.15,645.44
3,7716,430,1018.87,502.04,342.62,577.96
2,7716,431,1765.94,340.46,154.06,644.58
3,7717,432,1015.40,499.95,342.23,580.05
2,7717,433,1765.98,328.12,154.02,657.58
3,7718,434,1014.27,496.68,333.50,583.32
2,7718,435,1765.33,316.24,154.67,669.70
3,7719,436,1012.72,492.95,320.17,587.05
2,7719,437,1765.09,322.87,154.91,659.88
3,7720,438,1010.98,488.39,304.46,591.61
2,7720,439,1765.00,338.06,155.00,645.45
3,7721,440,1009.85,484.17,284.51,595.83
2,7721,441,1764.97,346.45,155.03,638.01
3,7722,442,1009.63,480.08,269.21,599.92
2,7722,443,1764.96,337.53,155.04,647.96
3,7723,444,1009.00,476.05,259.93,603.95
2,7723,445,1764.96,342.74,155.04,642.47
3,7724,446,1006.83,474.00,254.91,606.00
2,7724,447,1765.63,318.81,154.37,670.27
3,7725,448,1002.73,472.05,252.74,607.95
2,7725,449,1765.88,363.98,154.12,618.06
3,7726,450,1000.00,471.45,249.51,608.55
2,7726,451,1765.97,369.19,154.03,607.29
3,7727,452,995.73,470.70,247.93,609.30
2,7727,453,1763.36,368.93,156.64,610.96
3,7728,454,990.90,470.53,246.23,606.84
2,7728,455,1766.32,369.39,153.68,607.78
3,7729,456,978.46,471.25,252.58,599.19
2,7729,457,1764.81,384.76,155.19,594.74
3,7730,458,960.74,470.96,263.65,594.21
3,7731,459,943.13,470.95,275.07,587.65
2,7731,460,1490.90,428.82,429.09,630.17
3,7732,461,926.85,471.69,284.04,579.18
2,7732,462,1426.01,511.11,493.97,565.45
3,7733,463,911.74,472.04,292.05,572.69
2,7733,464,1387.05,565.09,532.93,517.44
3,7734,465,899.70,472.23,294.46,566.32
2,7734,466,1362.96,572.27,557.02,511.83
3,7735,467,890.17,472.36,294.04,562.68
2,7735,468,1346.95,566.16,573.03,518.25
3,7736,469,883.60,474.45,290.55,556.75
2,7736,470,1339.28,550.66,566.03,533.55
3,7737,471,880.80,476.60,283.23,553.30
2,7737,472,1338.49,533.89,543.27,549.99
3,7738,473,880.13,478.76,273.12,551.46
2,7738,474,1339.33,516.69,513.81,566.81
3,7739,475,879.58,480.91,261.96,549.56
2,7739,476,1342.08,498.13,485.63,585.01
3,7740,477,879.71,483.04,249.11,547.62
2,7740,478,1342.85,477.24,462.09,605.59
3,7741,479,880.08,485.82,237.01,545.01
2,7741,480,1344.74,457.49,436.57,625.05
3,7742,481,880.48,488.84,228.71,542.14
2,7742,482,1347.77,439.53,412.90,642.76
3,7743,483,882.20,491.27,223.20,539.83
2,7743,484,1349.74,425.54,389.49,637.82
3,7744,485,882.31,494.80,220.76,536.42
2,7744,486,1350.55,415.66,370.42,636.19
3,7745,487,882.48,497.40,221.44,534.57
2,7745,488,1346.65,404.22,353.19,645.17
3,7746,489,881.30,500.98,223.20,530.66
2,7746,490,1334.76,395.48,345.02,653.61
3,7747,491,876.95,502.92,228.68,529.31
2,7747,492,1319.99,389.09,339.53,659.90
3,7748,493,872.77,504.24,234.11,528.24
2,7748,494,1304.21,384.24,335.68,661.45
3,7749,495,868.00,504.00,240.18,528.60
2,7749,496,1289.44,378.70,332.44,667.04
3,7750,497,862.36,504.51,247.76,528.16
2,7750,498,1279.80,372.88,324.00,668.98
3,7751,499,857.05,503.98,251.96,528.74
2,7751,500,1272.07,367.60,314.30,668.85
3,7752,501,853.18,503.73,253.56,529.02
2,7752,502,1260.94,357.94,310.99,667.29
3,7753,503,849.21,504.26,249.57,528.53
2,7753,504,1252.60,347.26,305.94,661.91
3,7754,505,845.20,503.75,242.72,529.72
2,7754,506,1248.00,336.20,298.22,648.49
3,7755,507,841.85,502.87,234.12,530.22
2,7755,508,1242.74,324.99,290.20,633.98
3,7756,509,839.42,501.84,223.55,531.77
2,7756,510,1240.58,314.43,281.40,611.14
3,7757,511,835.98,500.77,213.61,532.38
2,7757,512,1239.53,307.48,270.28,582.44
3,7758,513,833.52,498.37,203.98,534.61
2,7758,514,1240.24,297.15,258.33,558.43
3,7759,515,832.11,496.80,197.23,536.13
2,7759,516,1238.77,288.98,248.18,536.38
3,7760,517,830.38,494.89,192.25,537.37
2,7760,518,1230.25,282.30,245.61,533.61
3,7761,519,828.52,492.85,189.29,538.50
2,7761,520,1211.06,274.78,253.18,537.02
3,7762,521,827.28,491.44,187.04,540.23
2,7762,522,1192.34,269.63,260.05,541.26
3,7763,523,826.27,490.27,185.72,542.20
2,7763,524,1174.39,266.69,266.11,543.78
3,7764,525,825.32,489.19,184.72,543.59
2,7764,526,1164.01,263.23,263.89,546.94
3,7765,527,824.40,487.49,183.83,545.41
2,7765,528,1159.21,261.53,256.50,550.30
3,7766,529,823.47,485.56,182.96,546.73
2,7766,530,1157.89,259.15,245.79,550.38
3,7767,531,821.86,482.88,182.75,549.17
2,7767,532,1157.18,253.18,235.88,547.21
3,7768,533,820.00,479.93,182.78,552.04
2,7768,534,1157.98,245.85,226.32,543.47
3,7769,535,818.05,477.54,182.88,554.41
2,7769,536,1159.30,239.34,216.93,536.87
3,7770,537,816.06,475.37,183.00,557.89
2,7770,538,1161.44,233.14,206.93,529.85
3,7771,539,815.39,473.29,181.12,559.82
2,7771,540,1161.78,223.73,200.19,523.36
3,7772,541,815.22,471.24,179.81,561.15
2,7772,542,1159.33,218.46,197.39,507.07
3,7773,543,812.55,468.55,181.40,564.22
2,7773,544,1157.93,209.38,194.58,495.80
3,7774,545,810.29,465.61,181.37,566.65
2,7774,546,1154.16,202.94,194.50,476.39
3,7775,547,808.85,462.59,181.41,569.47
2,7775,548,1146.85,197.49,197.37,471.59
3,7776,549,807.71,459.55,180.80,572.45
2,7776,550,1137.61,191.70,202.58,470.80
3,7777,551,806.68,455.83,181.28,576.80
2,7777,552,1129.68,188.48,206.61,474.14
3,7778,553,805.03,453.19,182.15,579.03
2,7778,554,1123.57,186.18,208.88,477.61
3,7779,555,802.49,450.95,183.17,581.76
2,7779,556,1118.15,185.55,210.47,477.10
3,7780,557,800.27,448.22,184.89,584.69
2,7780,558,1114.32,184.86,209.80,478.41
3,7781,559,797.52,446.61,186.87,585.71
2,7781,560,1110.42,184.13,209.59,480.37
3,7782,561,796.54,444.11,187.63,588.64
2,7782,562,1108.49,182.69,206.90,479.89
3,7783,563,795.58,442.59,187.91,590.33
2,7783,564,1106.63,180.31,205.92,477.83
3,7784,565,793.31,441.44,190.65,591.54
2,7784,566,1105.44,176.25,204.27,473.16
3,7785,567,791.19,440.43,192.33,592.57
2,7785,568,1103.83,170.87,201.04,469.51
3,7786,569,789.14,438.81,194.93,594.20
2,7786,570,1102.72,165.68,198.55,462.26
3,7787,571,787.11,436.29,196.55,596.72
2,7787,572,1103.79,160.56,194.33,450.99
3,7788,573,785.75,434.76,197.79,598.92
2,7788,574,1105.00,154.80,189.48,438.20
3,7789,575,784.64,434.25,199.55,599.02
2,7789,576,1108.94,150.84,181.70,426.26
3,7790,577,782.98,434.13,202.15,599.63
2,7790,578,1111.86,148.21,174.87,412.64
3,7791,579,781.09,432.17,203.10,601.78
2,7791,580,1115.03,144.05,167.07,411.33
3,7792,581,779.78,431.49,204.08,602.52
2,7792,582,1116.91,141.34,161.67,410.42
3,7793,583,778.03,431.30,206.38,602.74
