detect_id,camera_track_id,frame_id,x,y,w,h
18049,29,16857,-0.04,439.4,182.0,402.74
18050,35,16857,174.95,331.4,143.46,322.1
18051,37,16857,656.62,313.13,136.06,394.86
18052,41,16857,197.1,554.73,359.41,524.61
18053,28,16858,1035.61,465.1,182.36,586.93
18054,29,16858,-0.04,439.29,181.93,407.08
18055,35,16858,173.82,331.37,142.14,324.57
18056,37,16858,657.33,312.37,134.53,395.66
18057,41,16858,197.1,553.4,357.61,526.4
18058,28,16859,1035.2,465.1,182.78,586.94
18059,29,16859,-0.03,439.89,181.91,414.61
18060,35,16859,171.47,332.0,142.26,324.85
18061,37,16859,657.62,312.08,133.97,395.95
18062,41,16859,197.09,552.92,355.62,523.76
18063,28,16860,1035.04,465.09,182.94,586.94
18064,29,16860,-0.03,440.1,181.91,423.97
18065,35,16860,169.98,332.21,139.0,327.59
18066,37,16860,658.41,311.98,134.45,396.06
18067,41,16860,197.08,552.1,352.92,522.73
18068,28,16861,1034.98,465.08,183.66,586.95
18069,29,16861,-0.03,440.82,181.91,432.05
18070,35,16861,168.82,332.27,137.72,331.26
18071,37,16861,659.38,311.28,135.32,394.77
18072,41,16861,197.73,551.16,349.95,516.38
18073,28,16862,1034.97,465.07,183.93,586.96
18074,29,16862,-0.02,441.73,181.92,440.92
18075,35,16862,167.78,332.27,137.91,333.29
18076,37,16862,661.08,310.36,135.66,396.26
18077,41,16862,197.97,550.83,345.55,517.29
18078,28,16863,1035.62,465.06,182.71,586.96
18079,29,16863,-0.02,442.07,181.93,448.12
18080,35,16863,166.78,332.91,136.65,333.38
18081,37,16863,661.72,309.37,136.46,396.81
18082,41,16863,198.72,550.73,340.63,513.68
18083,28,16864,1035.21,465.06,182.9,586.97
18084,29,16864,-0.02,443.48,181.94,450.76
18085,35,16864,166.46,333.13,138.17,335.36
18086,37,16864,663.28,309.0,136.77,397.02
18087,41,16864,199.66,550.71,337.53,514.32
18088,28,16865,1035.06,465.05,182.97,586.97
18089,29,16865,-0.02,443.36,182.61,454.89
18090,35,16865,165.73,333.2,137.42,340.03
18091,37,16865,663.86,308.22,136.89,397.75
18092,41,16865,200.67,551.39,328.44,511.94
18093,28,16866,1035.66,465.04,182.34,586.97
18094,29,16866,-0.01,444.6,182.86,460.9
18095,35,16866,165.5,333.87,131.84,342.42
18096,37,16866,664.73,306.62,136.28,399.33
18097,41,16866,201.03,551.0,321.11,517.69
18098,28,16867,1035.89,464.38,182.1,587.64
18099,29,16867,-0.01,446.36,182.96,466.32
18100,35,16867,164.81,334.76,131.06,344.59
18101,37,16867,664.38,305.37,136.05,400.58
18102,41,16867,201.14,547.58,311.14,523.82
18103,28,16868,1036.64,464.12,181.35,588.55
18104,29,16868,-0.01,448.32,182.99,467.6
18105,35,16868,163.92,335.74,130.8,346.68
18106,37,16868,664.9,304.26,134.65,401.69
18107,41,16868,201.84,543.66,299.5,529.42
18108,28,16869,1036.92,464.03,181.07,588.23
18109,29,16869,-0.01,449.7,183.01,465.31
18110,35,16869,162.3,336.1,130.73,351.36
18111,37,16869,665.08,301.88,132.8,404.07
18112,41,16869,202.08,542.86,286.6,526.93
18113,28,16870,1037.02,463.99,180.97,588.11
18114,29,16870,-0.01,450.19,183.01,464.28
18115,35,16870,161.07,336.87,131.39,351.77
18116,37,16870,667.8,301.01,128.79,404.95
18117,41,16870,203.52,545.24,274.64,517.35
18118,28,16871,1037.05,463.98,180.94,588.72
18119,29,16871,-0.01,451.66,183.01,462.46
18120,35,16871,159.98,337.8,130.99,353.83
18121,37,16871,669.47,300.71,125.29,405.25
18122,41,16871,204.02,546.85,265.15,516.35
18123,28,16872,1037.06,463.98,180.93,588.28
18124,29,16872,-0.01,451.53,183.01,462.31
18125,35,16872,158.96,339.44,130.86,353.89
18126,37,16872,670.06,297.99,123.37,408.63
18127,41,16872,204.86,546.81,258.64,512.01
18128,28,16873,1037.06,463.98,180.93,588.78
18129,29,16873,-0.01,451.45,183.01,462.83
18130,35,16873,157.95,340.05,130.83,352.53
18131,37,16873,670.92,295.02,122.04,411.85
18132,41,16873,205.13,546.15,255.94,517.04
18133,28,16874,1037.05,463.32,180.94,589.62
18134,29,16874,-0.01,452.71,183.01,462.29
18135,35,16874,156.29,340.91,132.82,351.95
18136,37,16874,671.21,295.25,121.6,411.72
18137,41,16874,205.21,545.91,255.25,511.02
18138,28,16875,1037.05,463.08,180.95,589.28
18139,29,16875,-0.0,453.82,182.35,460.69
18140,35,16875,154.39,341.87,134.89,352.35
18141,37,16875,671.96,294.72,120.81,412.29
18142,41,16875,205.9,545.84,254.56,508.07
18143,28,16876,1037.04,462.99,180.95,589.8
18144,29,16876,-0.0,454.87,182.1,459.36
18145,35,16876,153.71,342.21,133.05,349.82
18146,37,16876,672.21,295.22,119.9,411.8
18147,41,16876,205.45,545.16,257.91,510.99
18148,28,16877,1036.38,462.96,181.62,588.67
18149,29,16877,-0.0,455.23,182.01,458.81
18150,35,16877,152.18,342.96,134.32,348.16
18151,37,16877,672.28,296.11,120.27,410.25
18152,41,16877,205.94,536.33,261.97,529.3
18153,28,16878,1036.12,462.29,181.87,588.9
18154,29,16878,-0.0,456.0,185.94,457.9
18155,35,16878,149.67,343.89,135.46,348.84
18156,37,16878,672.28,297.13,120.45,408.98
18157,41,16878,206.11,513.48,269.59,556.37
18158,28,16879,1036.03,462.7,181.97,588.32
18159,29,16879,-0.0,457.58,191.35,456.21
18160,35,16879,148.11,344.21,135.23,349.08
18161,37,16879,672.93,297.55,119.89,408.47
18162,41,16879,206.16,495.75,279.76,578.92
18163,28,16880,1035.99,462.86,182.0,588.76
18164,29,16880,-0.0,459.47,197.95,454.22
18165,35,16880,146.91,344.96,135.13,351.8
18166,37,16880,673.15,297.72,119.04,408.27
18167,41,16880,206.82,496.03,290.18,575.36
18168,28,16881,1036.64,462.93,181.35,588.93
18169,29,16881,-0.0,460.81,206.93,452.79
18170,35,16881,145.85,345.22,134.43,353.47
18171,37,16881,673.21,297.8,118.76,408.18
18172,41,16881,207.07,500.31,294.84,563.86
18173,28,16882,1036.89,462.96,181.77,588.99
18174,29,16882,-0.0,461.28,215.5,451.59
18175,35,16882,144.84,345.29,134.82,358.03
18176,37,16882,673.21,297.84,119.34,407.47
18177,41,16882,207.15,513.35,294.01,548.68
18178,28,16883,1037.64,462.97,180.61,589.01
18179,29,16883,-0.0,461.42,223.26,451.14
18180,35,16883,143.85,345.3,133.65,364.32
18181,37,16883,673.2,297.2,119.59,408.52
18182,41,16883,206.51,524.4,292.34,544.13
18183,28,16884,1037.26,462.98,180.83,589.02
18184,29,16884,-0.0,462.09,234.53,450.98
18185,35,16884,142.86,345.94,133.86,367.97
18186,37,16884,673.18,296.31,119.7,409.57
18187,41,16884,206.91,535.19,289.04,531.79
18188,28,16885,1037.77,462.98,180.25,589.02
18189,29,16885,-0.0,462.98,242.66,450.26
18190,35,16885,139.89,346.82,133.94,368.65
18191,37,16885,673.16,296.65,119.76,409.3
18192,41,16885,207.71,541.29,286.45,525.77
18193,28,16886,1037.97,462.98,180.04,589.02
18194,29,16886,-0.0,465.26,250.85,448.68
18195,35,16886,138.16,347.79,137.28,372.12
18196,37,16886,673.14,296.13,119.8,409.85
18197,41,16886,209.33,542.85,284.14,518.22
18198,42,16886,790.0,221.0,69.0,183.0
18199,28,16887,1037.37,462.98,179.97,590.34
18200,29,16887,-0.0,466.75,260.95,448.76
18201,35,16887,135.59,348.14,140.49,374.69
18202,37,16887,673.13,295.94,119.83,410.04
18203,41,16887,210.59,545.39,283.28,521.46
18204,42,16887,792.4,222.6,73.0,179.8
18205,28,16888,1037.14,462.33,180.6,590.83
18206,29,16888,-0.0,466.61,262.87,449.46
18207,35,16888,135.31,348.9,139.75,377.56
18208,37,16888,673.11,295.88,119.85,410.11
18209,41,16888,211.04,546.28,282.97,522.06
18210,42,16888,792.85,223.69,80.57,179.18
18211,28,16889,1036.39,462.74,180.85,590.35
18212,29,16889,-0.0,467.84,266.63,449.08
18213,35,16889,133.96,349.83,140.09,380.54
18214,37,16889,673.1,296.53,120.53,409.46
18215,41,16889,210.53,546.56,282.2,520.34
18216,42,16889,794.48,224.04,86.91,179.76
18217,28,16890,1036.77,462.9,180.28,590.17
18218,29,16890,-0.0,468.27,264.07,448.94
18219,35,16890,131.52,350.81,141.52,387.5
18220,37,16890,673.75,296.12,119.47,409.87
18221,41,16890,210.98,545.29,279.28,512.44
18222,42,16890,795.06,222.62,91.11,182.21
18223,28,16891,1036.92,462.3,180.07,590.75
18224,29,16891,-0.0,469.06,262.87,448.9
18225,35,16891,129.99,353.13,144.66,393.98
18226,37,16891,673.32,295.98,120.4,409.36
18227,41,16891,211.13,543.42,273.55,510.18
18228,42,16891,795.91,223.58,93.79,181.56
18229,28,16892,1036.97,462.07,179.99,590.97
18230,29,16892,-0.0,469.32,261.61,449.55
18231,35,16892,126.86,353.99,148.44,399.63
18232,37,16892,673.16,296.59,120.1,408.49
18233,41,16892,211.84,542.69,267.42,504.76
18234,42,16892,796.88,221.09,95.92,184.82
18235,28,16893,1036.99,462.65,179.97,591.04
18236,29,16893,-0.0,469.39,263.61,448.49
18237,35,16893,125.05,354.94,149.86,401.69
18238,37,16893,672.43,297.49,120.65,407.5
18239,41,16893,211.42,541.73,259.16,496.14
18240,42,16893,799.87,225.02,93.9,181.83
18241,28,16894,1037.0,462.21,179.96,591.07
18242,29,16894,-0.0,470.04,262.96,446.77
18243,35,16894,122.47,356.58,152.32,401.7
18244,37,16894,672.81,298.49,120.2,406.47
18245,41,16894,211.92,540.68,250.79,490.35
18246,42,16894,802.33,225.81,92.9,181.36
18247,28,16895,1037.0,462.05,179.96,591.07
18248,29,16895,-0.0,469.6,262.6,446.79
18249,35,16895,120.23,357.18,153.22,404.86
18250,37,16895,672.29,298.87,120.03,406.09
18251,41,16895,212.08,539.61,242.42,473.61
18252,42,16895,805.2,224.72,90.4,182.53
18253,28,16896,1037.0,461.99,179.96,591.06
18254,29,16896,-0.0,469.4,261.7,448.8
18255,35,16896,116.83,361.3,157.44,404.65
18256,37,16896,672.1,299.01,119.98,405.95
18257,41,16896,212.81,539.2,238.16,483.75
18258,42,16896,806.9,222.96,89.34,184.3
18259,28,16897,1036.34,462.63,180.63,591.72
18260,29,16897,-0.0,469.31,260.61,451.54
18261,35,16897,113.64,362.84,162.89,405.77
18262,37,16897,672.02,299.05,120.62,405.91
18263,41,16897,211.7,537.73,241.52,491.48
18264,42,16897,808.14,220.96,88.21,186.28
18265,28,16898,1036.09,462.88,180.88,591.96
18266,29,16898,-0.0,467.94,260.78,453.9
18267,35,16898,109.25,365.35,167.52,402.82
18268,37,16898,671.34,299.06,120.86,405.9
18269,41,16898,211.29,537.18,242.84,495.16
18270,42,16898,809.21,220.22,87.06,187.0
18271,28,16899,1036.0,462.31,180.98,591.39
18272,29,16899,-0.0,466.74,258.81,456.76
18273,35,16899,105.04,366.25,171.2,400.28
18274,37,16899,671.08,299.06,120.96,406.57
18275,41,16899,211.13,536.98,244.12,495.96
18276,42,16899,811.55,221.94,85.25,184.59
18277,28,16900,1035.97,462.09,181.01,591.16
18278,29,16900,-0.0,466.28,256.67,457.16
18279,35,16900,99.6,367.2,173.19,397.27
18280,37,16900,670.99,299.72,120.99,405.5
18281,41,16900,211.07,535.59,241.37,494.99
18282,42,16900,815.04,219.94,82.53,186.31
18283,28,16901,1035.96,462.67,181.02,591.08
18284,29,16901,-0.0,465.45,257.15,454.0
18285,35,16901,95.64,369.49,175.83,392.77
18286,37,16901,670.95,299.96,121.0,405.77
18287,41,16901,211.04,535.74,241.09,492.68
18288,42,16901,821.0,219.2,76.77,186.94
18289,28,16902,1036.62,462.89,180.36,590.38
18290,29,16902,-0.0,465.79,257.96,452.77
18291,35,16902,91.61,372.29,176.12,381.75
18292,37,16902,670.29,300.71,121.01,404.55
18293,41,16902,211.7,536.47,243.06,493.84
18294,42,16902,825.86,218.28,71.88,187.82
18295,28,16903,1036.21,462.98,180.77,590.12
18296,29,16903,-0.0,464.6,257.58,454.94
18297,35,16903,87.56,374.62,178.1,377.59
18298,37,16903,668.72,300.32,122.99,405.42
18299,41,16903,211.28,535.43,245.18,498.27
18300,42,16903,831.63,217.28,66.01,188.79
18301,28,16904,1036.06,463.01,181.59,590.02
18302,29,16904,-0.0,464.15,258.07,457.73
18303,35,16904,84.81,375.42,176.83,369.42
18304,37,16904,668.14,300.83,123.73,404.44
18305,41,16904,211.11,535.71,244.71,500.63
18306,42,16904,834.92,216.92,63.32,189.14
18307,28,16905,1036.0,463.02,181.24,589.98
18308,29,16905,-0.0,463.99,256.91,462.73
18309,35,16905,81.25,374.98,180.18,365.76
18310,37,16905,667.93,301.67,124.01,403.41
18311,41,16905,211.05,535.82,242.58,498.9
18312,42,16905,838.02,218.12,61.08,187.92
18313,28,16906,1035.98,463.02,181.76,590.63
18314,29,16906,-0.0,463.94,256.45,470.5
18315,35,16906,78.7,377.44,177.5,360.47
18316,37,16906,668.52,302.65,124.1,401.71
18317,41,16906,209.7,534.55,231.19,491.63
18318,42,16906,839.65,217.94,61.78,188.77
18319,28,16907,1036.64,463.02,180.63,590.88
18320,29,16907,-0.0,463.27,257.58,478.0
18321,35,16907,75.87,377.62,173.73,365.31
18322,37,16907,668.1,303.0,124.78,402.4
18323,41,16907,207.83,534.08,231.01,492.88
18324,42,16907,840.81,218.54,63.45,188.41
18325,28,16908,1036.89,463.02,180.2,590.31
18326,29,16908,-0.0,463.02,259.32,484.06
18327,35,16908,75.59,377.65,171.58,363.85
18328,37,16908,667.29,303.12,125.69,404.0
18329,41,16908,206.5,533.92,234.34,496.03
18330,42,16908,841.14,218.78,65.44,188.92
18331,28,16909,1036.98,463.01,180.04,590.1
18332,29,16909,-0.0,462.93,257.98,478.45
18333,35,16909,74.28,378.27,170.07,361.38
18334,37,16909,668.3,303.81,124.71,403.3
18335,41,16909,206.68,533.87,236.3,497.89
18336,42,16909,841.17,218.87,66.22,189.76
18337,28,16910,1037.01,463.01,179.99,590.68
18338,29,16910,-0.0,463.56,258.11,479.47
18339,35,16910,72.56,379.12,169.49,358.52
18340,37,16910,668.7,303.4,124.32,403.7
18341,41,16910,206.1,534.52,238.41,498.61
18342,42,16910,841.75,218.92,65.88,190.06
18343,28,16911,1037.02,463.01,179.97,589.58
18344,29,16911,-0.0,464.47,257.49,477.81
18345,35,16911,72.01,380.06,165.94,357.53
18346,37,16911,669.52,303.89,122.84,403.19
18347,41,16911,205.9,534.78,241.22,498.88
18348,42,16911,842.55,218.94,65.78,191.48
18349,28,16912,1037.02,462.35,179.96,589.82
18350,29,16912,1.32,465.47,255.26,479.75
18351,35,16912,71.92,380.37,164.59,357.23
18352,37,16912,670.5,304.07,121.61,402.35
18353,41,16912,204.52,533.56,235.72,497.66
18354,42,16912,842.77,220.92,66.43,190.68
18355,28,16913,1037.02,462.76,180.63,589.26
18356,29,16913,2.48,466.51,255.73,476.48
18357,35,16913,71.3,381.11,164.1,362.5
18358,37,16913,671.53,304.12,120.49,402.7
18359,41,16913,203.34,534.43,235.63,495.21
18360,42,16913,843.46,220.36,66.02,191.68
18361,28,16914,1036.36,462.26,181.54,589.71
18362,29,16914,3.57,467.56,255.25,477.82
18363,35,16914,71.14,381.36,163.26,363.86
18364,37,16914,672.58,304.79,119.41,401.52
18365,41,16914,202.26,535.43,232.31,490.32
18366,42,16914,843.65,218.83,65.89,193.36
18367,28,16915,1036.11,462.73,181.88,589.22
18368,29,16915,3.31,468.61,258.38,477.63
18369,35,16915,69.83,382.07,163.62,362.43
18370,37,16915,672.29,305.03,119.69,401.08
18371,41,16915,201.21,535.81,223.76,473.89
18372,42,16915,843.67,218.24,67.17,194.63
18373,28,16916,1035.36,462.91,182.67,587.72
18374,29,16916,3.2,470.97,260.21,476.2
18375,35,16916,69.4,382.31,165.1,368.53
18376,37,16916,671.51,304.45,122.45,402.25
18377,41,16916,200.85,535.95,219.26,481.17
18378,42,16916,843.64,218.68,67.01,194.44
18379,28,16917,1035.08,462.97,182.96,587.16
18380,29,16917,3.15,471.85,258.92,475.63
18381,35,16917,69.29,383.03,165.0,371.49
18382,37,16917,670.56,304.88,126.12,402.7
18383,41,16917,199.4,536.0,215.01,471.97
18384,42,16917,844.24,218.2,67.61,195.66
18385,28,16918,1035.63,463.0,182.4,587.62
18386,29,16918,2.46,474.14,259.07,476.05
18387,35,16918,69.31,383.93,164.97,373.27
18388,37,16918,670.19,305.7,130.12,402.21
18389,41,16918,198.89,536.02,218.92,479.23
18390,42,16918,844.42,217.36,67.84,197.41
18391,28,16919,1035.85,463.01,182.18,587.14
18392,29,16919,2.85,475.64,260.43,471.56
18393,35,16919,68.71,384.24,165.62,372.61
18394,37,16919,670.7,306.66,132.93,400.71
18395,41,16919,198.06,536.68,210.45,455.55
18396,42,16919,845.12,217.05,67.27,198.71
18397,28,16920,1030.65,462.35,187.38,586.97
18398,29,16920,3.0,476.18,259.62,471.17
18399,35,16920,68.52,384.33,167.19,377.62
18400,37,16920,670.25,307.67,134.64,398.82
18401,41,16920,197.79,537.61,204.61,454.63
18402,42,16920,845.34,220.88,67.72,195.9
18403,28,16921,1022.18,462.76,196.5,586.25
18404,29,16921,2.39,477.67,257.98,471.03
18405,35,16921,67.83,385.66,168.44,378.83
18406,37,16921,669.43,308.7,135.26,396.8
18407,41,16921,197.72,537.27,199.88,449.06
18408,42,16921,846.06,221.69,67.23,195.45
18409,28,16922,1007.35,462.92,212.22,587.97
18410,29,16922,2.15,478.86,256.02,468.99
18411,35,16922,68.27,385.48,167.59,383.2
18412,37,16922,669.11,309.07,134.81,396.06
18413,41,16922,197.04,537.14,196.93,443.11
18414,42,16922,846.29,223.31,67.05,194.6
18415,28,16923,997.86,461.66,222.69,589.29
18416,29,16923,2.72,479.93,253.3,470.88
18417,35,16923,69.13,385.38,165.93,380.24
18418,37,16923,668.34,308.53,132.62,396.47
18419,41,16923,196.82,536.41,195.97,447.76
18420,42,16923,846.35,224.57,67.64,193.61
18421,28,16924,992.89,462.5,227.41,588.47
18422,29,16924,1.61,480.96,254.28,470.28
18423,35,16924,69.49,385.32,165.3,381.69
18424,37,16924,668.05,308.3,129.11,397.3
18425,41,16924,198.1,536.14,194.39,448.93
18426,42,16924,846.35,224.36,68.53,194.55
18427,28,16925,996.17,461.5,224.01,590.14
18428,29,16925,1.19,482.64,257.96,470.71
18429,35,16925,69.65,385.28,167.06,386.81
18430,37,16925,667.28,308.21,126.43,396.98
18431,41,16925,199.27,536.04,192.58,463.42
18432,42,16925,846.32,224.93,69.52,194.25
18433,28,16926,997.63,461.13,221.85,590.11
18434,29,16926,0.38,483.89,256.07,473.53
18435,35,16926,70.38,385.25,167.71,388.71
18436,37,16926,667.0,307.5,124.76,397.53
18437,41,16926,200.38,536.0,192.02,469.53
18438,42,16926,846.29,224.47,69.9,194.78
18439,28,16927,998.3,461.65,221.56,590.09
18440,29,16927,0.07,484.99,252.69,473.93
18441,35,16927,70.02,385.87,171.26,390.04
18442,37,16927,666.91,307.88,124.14,397.09
18443,41,16927,201.47,535.99,190.57,465.32
18444,42,16927,846.26,224.28,70.69,194.98
18445,28,16928,1000.59,459.21,218.75,592.72
18446,29,16928,-0.04,486.02,251.42,470.77
18447,35,16928,69.24,385.44,178.47,397.07
18448,37,16928,666.89,308.02,123.93,396.93
18449,41,16928,202.54,535.99,189.46,460.4
18450,42,16928,846.23,224.85,70.98,194.39
18451,28,16929,1003.54,453.02,216.26,598.98
18452,29,16929,-0.07,485.71,253.62,470.22
18453,35,16929,68.95,385.92,183.14,399.03
18454,37,16929,666.89,308.07,123.86,397.55
18455,41,16929,202.93,535.99,189.8,465.19
18456,42,16929,845.55,222.41,72.4,197.47
18457,28,16930,1005.38,451.36,213.93,601.32
18458,29,16930,-0.08,487.53,256.44,468.7
18459,35,16930,68.85,386.09,184.91,402.97
18460,37,16930,666.9,308.08,123.85,397.79
18461,41,16930,203.07,535.99,190.66,465.67
18462,42,16930,845.28,222.15,73.58,197.96
18463,28,16931,1005.46,453.4,214.32,598.23
18464,29,16931,-0.08,488.85,262.11,471.44
18465,35,16931,68.83,387.45,186.83,406.37
18466,37,16931,666.91,308.08,123.19,398.55
18467,41,16931,203.11,535.99,191.05,467.18
18468,42,16931,845.82,221.39,73.36,199.45
18469,28,16932,1002.89,455.53,217.07,595.02
18470,29,16932,-0.07,489.97,268.18,475.12
18471,35,16932,68.83,388.61,188.17,408.24
18472,37,16932,667.58,308.07,122.96,398.84
18473,41,16932,204.44,536.65,189.93,476.33
18474,42,16932,845.36,221.1,75.23,199.99
18475,28,16933,999.98,456.36,220.04,595.11
18476,29,16933,-0.06,490.35,269.82,474.53
18477,35,16933,69.5,387.73,184.71,406.9
18478,37,16933,667.84,308.06,123.55,399.61
18479,41,16933,204.27,536.9,190.22,478.45
18480,42,16933,845.19,220.99,75.92,200.18
18481,28,16934,993.01,455.37,227.03,595.79
18482,29,16934,-0.06,490.45,270.4,474.95
18483,35,16934,68.45,387.37,185.94,408.93
18484,37,16934,667.94,308.06,123.11,399.24
18485,41,16934,203.52,536.33,191.04,474.62
18486,42,16934,845.11,220.96,76.17,200.23
18487,28,16935,985.21,456.33,234.84,594.72
18488,29,16935,-0.05,490.46,271.22,476.42
18489,35,16935,67.4,387.88,193.58,410.29
18490,37,16935,667.98,308.05,122.96,399.09
18491,41,16935,201.91,536.12,192.71,473.77
18492,42,16935,845.08,222.27,76.9,198.92
18493,28,16936,975.8,457.36,244.89,594.3
18494,29,16936,-0.04,490.42,271.49,476.96
18495,35,16936,66.37,388.07,199.66,410.74
18496,37,16936,667.33,308.7,124.24,397.06
18497,41,16936,200.64,536.03,194.68,474.75
18498,42,16936,845.06,222.11,77.15,199.06
18499,28,16937,970.94,457.1,249.35,594.8
18500,29,16937,-0.04,490.38,270.89,477.14
18501,35,16937,64.69,389.44,199.38,409.52
18502,37,16937,665.11,307.62,128.02,399.6
18503,41,16937,197.53,536.0,198.08,477.08
18504,42,16937,845.05,222.04,77.89,199.1
18505,28,16938,969.8,457.0,250.33,594.98
18506,29,16938,0.62,491.0,271.28,477.2
18507,35,16938,62.74,389.95,201.13,409.65
18508,37,16938,662.32,307.21,132.7,401.22
18509,41,16938,195.71,535.99,200.03,479.26
18510,42,16938,845.04,222.02,78.15,199.11
18511,28,16939,979.89,456.31,238.88,595.71
18512,29,16939,0.88,491.21,270.08,474.56
18513,35,16939,62.67,391.44,200.43,407.67
18514,37,16939,661.26,307.06,136.43,401.82
18515,41,16939,194.37,535.99,202.08,474.79
18516,42,16939,845.04,222.01,77.57,199.11
18517,28,16940,997.94,456.71,218.96,595.97
18518,29,16940,2.29,491.27,268.93,474.21
18519,35,16940,61.36,391.99,200.08,402.25
18520,37,16940,660.22,307.0,139.79,401.38
18521,41,16940,192.58,535.99,203.5,478.35
18522,42,16940,845.03,222.01,77.33,200.42
18523,28,16941,1019.86,456.87,194.98,595.41
18524,29,16941,2.82,491.27,267.81,474.74
18525,35,16941,60.23,392.84,199.23,401.49
18526,37,16941,659.2,306.98,142.34,401.87
18527,41,16941,191.92,535.99,204.68,480.98
18528,42,16941,845.03,222.0,77.89,200.91
18529,28,16942,1033.37,456.93,179.34,594.52
18530,29,16942,4.34,490.59,265.39,472.95
18531,35,16942,59.17,394.46,192.92,402.53
18532,37,16942,658.82,306.32,143.93,402.04
18533,41,16942,191.04,535.99,205.11,479.32
18534,42,16942,845.03,222.0,78.08,203.71
18535,28,16943,1037.16,456.3,173.44,594.18
18536,29,16943,4.9,490.31,265.13,473.6
18537,35,16943,58.13,395.71,199.12,400.93
18538,37,16943,658.7,306.73,144.49,401.44
18539,41,16943,191.4,536.65,204.59,485.26
18540,42,16943,845.02,222.0,78.14,204.11
18541,28,16944,1039.0,456.06,169.52,595.38
18542,29,16944,4.44,489.54,265.69,475.83
18543,35,16944,55.15,396.82,194.85,404.29
18544,37,16944,658.68,307.55,144.65,400.54
18545,41,16944,191.56,536.9,204.37,487.47
18546,42,16944,845.68,222.66,77.5,204.89
18547,28,16945,1038.09,455.32,169.04,595.83
18548,29,16945,5.57,489.23,264.58,477.99
18549,35,16945,52.05,397.87,194.45,400.93
18550,37,16945,658.7,307.2,144.01,400.85
18551,41,16945,192.31,536.34,204.27,489.58
18552,42,16945,845.93,222.91,77.24,206.48
18553,28,16946,1038.32,454.38,167.69,596.65
18554,29,16946,5.99,489.11,264.82,478.8
18555,35,16946,49.6,399.56,190.98,397.65
18556,37,16946,658.72,307.07,143.06,398.99
18557,41,16946,193.27,536.78,203.56,491.65
18558,42,16946,846.02,223.0,76.47,209.03
18559,28,16947,1038.95,453.37,165.33,597.62
18560,29,16947,5.47,487.75,266.9,481.73
18561,35,16947,47.4,400.82,184.33,395.76
18562,37,16947,658.75,308.34,142.0,396.96
18563,41,16947,194.31,536.94,202.61,498.3
18564,42,16947,846.04,223.03,76.84,209.98
18565,28,16948,1038.39,453.0,165.32,597.98
18566,29,16948,6.58,487.23,264.39,482.16
18567,35,16948,45.3,403.25,183.85,389.1
18568,37,16948,659.44,308.16,139.59,396.87
18569,41,16948,196.7,537.0,200.26,499.45
18570,42,16948,846.05,224.35,76.98,208.99
18571,28,16949,1038.1,452.22,165.44,598.76
18572,29,16949,6.99,486.37,264.09,482.95
18573,35,16949,43.25,405.46,180.37,386.62
18574,37,16949,659.72,308.75,137.98,396.18
18575,41,16949,199.6,537.02,198.05,497.19
18576,42,16949,846.05,225.51,77.02,208.58
18577,28,16950,1038.59,451.94,164.26,599.04
18578,29,16950,8.45,486.06,262.0,481.25
18579,35,16950,41.21,406.24,183.12,383.08
18580,37,16950,659.83,308.96,136.71,395.94
18581,41,16950,201.34,535.71,197.22,490.97
18582,42,16950,845.38,225.94,77.7,209.06
18583,28,16951,1038.7,450.52,163.94,600.46
18584,29,16951,10.31,485.95,259.22,475.95
18585,35,16951,39.18,407.14,190.12,379.15
18586,37,16951,660.55,309.7,135.56,395.86
18587,41,16951,202.64,535.21,196.27,485.25
18588,42,16951,845.13,227.41,77.95,209.21
18589,28,16952,1039.35,450.01,162.57,601.63
18590,29,16952,11.65,484.59,257.54,475.92
18591,35,16952,37.16,407.43,201.25,379.08
18592,37,16952,661.49,310.63,134.47,394.52
18593,41,16952,204.43,535.03,194.6,478.43
18594,42,16952,845.04,227.95,78.04,209.25
18595,28,16953,1038.87,449.17,162.15,602.06
18596,29,16953,12.79,482.76,256.26,477.24
18597,35,16953,35.15,407.5,210.63,381.79
18598,37,16953,663.17,312.3,134.07,392.7
18599,41,16953,204.41,534.3,195.32,478.55
18600,42,16953,844.34,228.14,78.73,209.91
18601,28,16954,1039.31,448.21,161.41,602.2
18602,29,16954,14.52,482.09,254.49,476.42
18603,35,16954,33.13,408.15,216.83,384.84
18604,37,16954,665.13,312.25,134.59,395.35
18605,41,16954,204.37,534.69,195.61,480.6
18606,42,16954,844.08,228.2,78.98,210.14
18607,28,16955,1039.43,447.21,161.88,602.9
18608,29,16955,15.14,480.53,254.52,479.42
18609,35,16955,31.12,408.36,224.33,391.97
18610,37,16955,665.85,312.88,136.12,396.36
18611,41,16955,204.33,534.85,197.06,484.04
18612,42,16955,843.33,227.54,79.73,210.87
18613,28,16956,1039.44,446.86,161.45,602.48
18614,29,16956,16.0,479.97,253.24,477.25
18615,35,16956,29.11,407.75,231.01,400.59
18616,37,16956,668.74,315.08,137.36,390.81
18617,41,16956,204.96,534.25,197.62,480.07
18618,42,16956,843.05,227.94,80.0,211.12
18619,28,16957,1040.75,446.09,160.02,603.62
18620,29,16957,16.95,478.45,252.13,477.74
18621,35,16957,28.38,408.15,230.95,404.51
18622,37,16957,670.48,315.9,140.46,388.71
18623,41,16957,205.17,534.03,197.18,479.89
