,0,1
1247,385,7976
1248,385,7989
1249,385,8002
1250,385,8015
1251,385,8028
1252,385,8041
1253,385,8054
1254,385,8542
1255,385,23946
1256,385,24046
1257,385,24086
1258,385,24146
1259,385,24226
1260,385,24266
1261,385,24346
1262,385,24366
1263,385,24483
1264,385,24540
1265,385,24930
1266,389,15754
1267,389,15790
1268,389,15807
1269,389,15824
1270,389,15841
1271,389,16076
1272,389,20349
1273,389,20405
1274,389,20425
1275,389,20445
1276,389,20613
1277,389,20732
1278,389,20770
1279,389,20808
1280,389,20827
1281,389,21013
1282,389,21049
1283,389,21784
1284,389,21801
1285,389,21818
1286,389,21835
1287,389,21852
1288,389,21869
1289,389,21886
1290,389,22025
1291,389,22105
1292,396,15717
1293,396,15791
1294,396,15808
1295,396,15825
1296,396,15875
1297,402,4059
1298,402,4081
1299,402,4105
1300,402,4117
1301,402,4129
1302,402,4153
1303,402,4165
1304,402,4177
1305,402,4189
1306,402,4201
1307,402,4213
1308,402,4225
1309,402,4277
1310,402,4329
1311,402,5245
1312,402,5541
1313,402,5556
1314,402,5571
1315,402,5586
1316,402,5601
1317,402,5616
1318,402,5631
1319,402,5646
1320,402,5661
1321,402,5676
1322,402,5691
1323,402,5705
1324,402,5719
1325,402,5733
1326,402,5747
1327,402,5761
1328,402,5775
1329,402,5789
1330,402,5803
1331,402,5817
1332,402,6580
1333,402,6591
1334,402,6602
1335,402,6613
1336,402,6624
1337,402,6635
1338,402,6646
1339,402,6657
1340,402,6668
1341,402,6679
1342,402,7017
1343,402,7030
1344,402,7338
1345,402,7350
1346,402,7362
1347,402,7374
1348,402,7386
1349,402,7398
1350,402,7937
1351,402,7963
1352,402,8002
1353,402,8015
1354,402,8028
1355,402,8041
1356,402,8054
1357,402,8542
1358,402,23946
1359,402,24046
1360,402,24086
1361,402,24146
1362,402,24226
1363,402,24266
1364,402,24346
1365,402,24366
1366,402,24483
1367,406,15716
1368,406,15754
1369,406,15790
1370,406,15807
1371,406,15824
1372,406,15841
1373,406,20349
1374,406,20425
1375,406,20445
1376,406,20613
1377,406,20732
1378,406,20770
1379,406,20808
1380,406,20865
1381,406,20995
1382,406,21013
1383,406,21031
1384,406,21049
1385,406,22025
1386,406,22105
1387,413,15717
1388,413,15808
1389,413,15875
1390,415,27627
1391,415,27647
1392,415,27667
1393,419,4059
1394,419,4081
1395,419,4105
1396,419,4117
1397,419,4129
1398,419,4153
1399,419,4165
1400,419,4177
1401,419,4189
1402,419,4201
1403,419,4213
1404,419,4225
1405,419,4277
1406,419,4329
1407,419,5245
1408,419,5541
1409,419,5556
1410,419,5571
1411,419,5586
1412,419,5601
1413,419,5616
1414,419,5631
1415,419,5646
1416,419,5661
1417,419,5676
1418,419,5691
1419,419,5705
1420,419,5719
1421,419,5733
1422,419,5747
1423,419,5761
1424,419,5775
1425,419,5789
1426,419,5803
1427,419,5817
1428,419,6580
1429,419,6591
1430,419,6602
1431,419,6613
1432,419,6624
1433,419,6635
1434,419,6646
1435,419,6657
1436,419,6668
1437,419,6679
1438,419,7338
1439,419,7350
1440,419,7362
1441,419,7374
1442,419,7386
1443,419,7398
1444,419,8002
1445,419,8015
1446,419,8028
1447,419,8041
1448,419,8054
1449,419,8542
1450,419,23946
1451,419,24046
1452,419,24146
1453,419,24266
1454,419,24366
1455,419,24483
1456,423,15754
1457,423,15773
1458,423,15790
1459,423,15807
1460,423,15824
1461,423,15841
1462,423,15858
1463,423,15874
1464,423,15906
1465,423,15922
1466,423,15938
1467,423,15954
1468,423,16031
1469,423,16046
1470,423,16061
1471,423,16076
1472,423,16091
1473,423,20349
1474,423,20405
1475,423,20425
1476,423,20445
1477,423,20466
1478,423,20613
1479,423,20634
1480,423,20654
1481,423,20674
1482,423,20713
1483,423,20732
1484,423,20751
1485,423,20770
1486,423,20789
1487,423,20808
1488,423,20827
1489,423,20846
1490,423,20865
1491,423,20884
1492,423,20977
1493,423,20995
1494,423,21013
1495,423,21031
1496,423,21049
1497,423,21067
1498,423,21122
1499,423,21179
1500,423,21217
1501,423,21236
1502,423,21255
1503,423,21310
1504,423,21366
1505,423,21385
1506,423,21404
1507,423,21423
1508,423,21441
1509,423,21459
1510,423,21477
1511,423,21495
1512,423,21513
1513,423,21531
1514,423,21549
1515,423,21567
1516,423,21729
1517,423,21747
1518,423,21766
1519,423,21784
1520,423,21801
1521,423,21818
1522,423,21835
1523,423,21852
1524,423,21869
1525,423,21886
1526,423,21903
1527,423,21921
1528,423,21939
1529,423,21957
1530,423,21975
1531,423,21992
1532,423,22009
1533,423,22025
1534,423,22041
1535,423,22089
1536,423,22105
1537,423,22137
1538,423,22169
1539,430,15717
1540,430,15808
1541,430,15875
1542,432,27448
1543,432,27627
1544,432,27647
1545,436,4059
1546,436,4081
1547,436,4105
1548,436,4117
1549,436,4129
1550,436,4153
1551,436,4165
1552,436,4177
1553,436,4189
1554,436,4201
1555,436,4213
1556,436,4225
1557,436,4329
1558,436,5245
1559,436,5541
1560,436,5556
1561,436,5571
1562,436,5586
1563,436,5601
1564,436,5616
1565,436,5631
1566,436,5646
1567,436,5661
1568,436,5676
1569,436,5691
1570,436,5705
1571,436,5719
1572,436,5733
1573,436,5747
1574,436,5761
1575,436,5775
1576,436,5789
1577,436,5803
1578,436,5817
1579,436,6580
1580,436,6591
1581,436,6602
1582,436,6613
1583,436,6624
1584,436,6635
1585,436,6646
1586,436,6657
1587,436,6668
1588,436,6679
1589,436,7338
1590,436,7350
1591,436,7362
1592,436,7374
1593,436,7386
1594,436,7398
1595,436,8002
1596,436,8015
1597,436,8028
1598,436,8041
1599,436,8542
1600,436,23946
1601,436,24046
1602,436,24146
1603,436,24266
1604,436,24366
1605,436,24483
1606,440,15754
1607,440,15790
1608,440,15807
1609,440,15824
1610,440,15841
1611,440,15906
1612,440,15922
1613,440,15938
1614,440,16046
1615,440,16061
1616,440,16076
1617,440,20445
1618,440,20613
1619,440,20654
1620,440,20674
1621,440,20732
1622,440,20770
1623,440,20808
1624,440,21013
1625,440,21049
1626,440,21784
1627,440,21801
1628,440,21818
1629,440,21835
1630,440,21852
1631,440,21869
1632,440,21886
1633,440,22025
1634,440,22105
1635,447,15717
1636,447,15808
1637,447,15875
1638,453,4059
1639,453,4081
1640,453,4105
1641,453,4117
1642,453,4129
1643,453,4153
1644,453,4165
1645,453,4177
1646,453,4189
1647,453,4201
1648,453,4213
1649,453,4225
1650,453,4329
1651,453,5541
1652,453,5556
1653,453,5571
1654,453,5586
1655,453,5601
1656,453,5616
1657,453,5631
1658,453,5646
1659,453,5661
1660,453,5676
1661,453,5691
1662,453,5705
1663,453,5719
1664,453,5733
1665,453,5747
1666,453,5761
1667,453,5775
1668,453,5789
1669,453,5803
1670,453,5817
1671,453,6580
1672,453,6591
1673,453,6602
1674,453,6613
1675,453,6624
1676,453,6635
1677,453,6646
1678,453,6657
1679,453,6668
1680,453,6679
1681,453,7338
1682,453,7350
1683,453,7362
1684,453,7374
1685,453,7386
1686,453,7398
1687,453,8015
1688,453,8028
1689,453,8041
1690,453,8542
1691,453,23946
1692,453,24046
1693,453,24146
1694,453,24266
1695,453,24483
1696,457,15754
1697,457,15790
1698,457,15807
1699,457,15824
1700,457,15841
1701,457,15858
1702,457,15874
1703,457,15890
1704,457,15906
1705,457,15922
1706,457,15938
1707,457,15954
1708,457,15970
1709,457,15986
1710,457,16001
1711,457,16016
1712,457,16031
1713,457,16046
1714,457,16061
1715,457,16076
1716,457,16091
1717,457,16105
1718,457,16120
1719,457,16136
1720,457,16152
1721,457,16168
1722,457,20349
1723,457,20445
1724,457,20613
1725,457,20634
1726,457,20654
1727,457,20674
1728,457,20732
1729,457,20751
1730,457,20770
1731,457,20789
1732,457,20808
1733,457,20827
1734,457,20995
1735,457,21013
1736,457,21031
1737,457,21049
1738,457,21179
1739,457,21236
1740,457,21255
1741,457,21366
1742,457,21385
1743,457,21404
1744,457,21423
1745,457,21441
1746,457,21459
1747,457,21477
1748,457,21495
1749,457,21513
1750,457,21531
1751,457,21549
1752,457,21567
1753,457,21729
1754,457,21747
1755,457,21766
1756,457,21784
1757,457,21801
1758,457,21818
1759,457,21835
1760,457,21852
1761,457,21869
1762,457,21886
1763,457,21903
1764,457,21921
1765,457,21939
1766,457,21957
1767,457,21975
1768,457,21992
1769,457,22009
1770,457,22025
1771,457,22041
1772,457,22105
1773,457,22169
1774,457,26690
1775,464,15717
1776,464,15808
1777,464,15875
1778,465,328
1779,470,4059
1780,470,4081
1781,470,4105
1782,470,4117
1783,470,4129
1784,470,4153
1785,470,4165
1786,470,4177
1787,470,4189
1788,470,4201
1789,470,4213
1790,470,4225
1791,470,4277
1792,470,4329
1793,470,5245
1794,470,5541
1795,470,5556
1796,470,5571
1797,470,5586
1798,470,5601
1799,470,5616
1800,470,5631
1801,470,5646
1802,470,5661
1803,470,5676
1804,470,5691
1805,470,5705
1806,470,5719
1807,470,5733
1808,470,5747
1809,470,5761
1810,470,5775
1811,470,5789
1812,470,5803
1813,470,5817
1814,470,6580
1815,470,6591
1816,470,6602
1817,470,6613
1818,470,6624
1819,470,6635
1820,470,6646
1821,470,6657
1822,470,6668
1823,470,6679
1824,470,6759
1825,470,7338
1826,470,7350
1827,470,7362
1828,470,7374
1829,470,7386
1830,470,7398
1831,470,8002
1832,470,8015
1833,470,8028
1834,470,8041
1835,470,8542
1836,470,23946
1837,470,24046
1838,470,24146
1839,470,24226
1840,470,24266
1841,470,24483
1842,474,15754
1843,474,15790
1844,474,15807
1845,474,15824
1846,474,15841
1847,474,15858
1848,474,15874
1849,474,15906
1850,474,15922
1851,474,15938
1852,474,15954
1853,474,15970
1854,474,15986
1855,474,16031
1856,474,16046
1857,474,16061
1858,474,16076
1859,474,16091
1860,474,16105
1861,474,16136
1862,474,20613
1863,474,20674
1864,474,20770
1865,474,20808
1866,474,21013
1867,474,21049
1868,474,21366
1869,474,21729
1870,474,21747
